C_out0,C_out1,C_out2,C_out3,C_out4,Class
0.630207963,1.776847358,0.562395777,0.152166256,0.466904829,0
0.502946268,0.342119246,0.118281052,0.049944519,0.146109807,0
0.314798836,1.526930742,0.384356807,0.246121574,0.580530591,0
0.377202784,0.6637347,0.169680026,0.106666432,0.254164776,0
1.213954102,5.219146505,1.526192373,0.149884148,0.495614406,0
0.502652363,5.350513654,1.221402976,0.330679559,0.859597094,0
0.679848078,4.800839516,1.468776013,0.279305,0.887025579,0
0.43168564,3.808465475,0.74947771,0.276989475,0.639675987,0
0.551560834,0.31917291,0.151161956,0.052858341,0.181095685,0
1.680678233,5.162458316,1.978850317,0.124373751,0.501231361,0
0.429601192,1.166101227,0.225529679,0.116701009,0.254660039,0
0.471963141,1.685947841,0.322618805,0.138269492,0.308526567,0
0.729223302,5.816407248,1.368734513,0.241557785,0.668287978,0
0.500770206,2.961445682,0.555246962,0.191990844,0.435445996,0
0.532131979,0.405390707,0.115795208,0.046594366,0.127257147,0
0.574365898,0.307644994,0.168472716,0.054065145,0.198530221,0
1.206241957,5.504657354,1.675556219,0.161908041,0.549219395,0
0.492487486,1.843313457,0.466806267,0.175207818,0.458486893,0
0.462322066,3.101200321,0.872954356,0.293429958,0.821997083,0
0.286672812,0.843988863,0.205187722,0.170933504,0.374772042,0
0.374169897,5.557895178,0.993770119,0.379231114,0.828354925,0
0.409740731,1.366327867,0.28433806,0.147849413,0.333973568,0
0.29623085,0.150268889,0.073561007,0.061227996,0.164598335,0
0.423788174,6.329897054,1.191388099,0.377487319,0.866524176,1
0.508392732,2.578023603,0.530912124,0.184313286,0.439565816,0
0.340907698,0.38094247,0.108743886,0.080787357,0.192919943,0
0.784791721,0.759643288,0.295009086,0.064683909,0.226047218,0
0.284419662,1.734655215,0.405878987,0.283334794,0.637061398,0
0.571233415,3.607969285,1.107516199,0.277533194,0.849404731,0
0.599803673,3.662199269,1.179775252,0.275699902,0.873194647,0
0.431443847,4.652596013,0.965799943,0.328910468,0.789678847,0
0.571174392,1.856597218,0.576956941,0.173821073,0.519355194,0
0.686812595,6.061624353,1.234244473,0.236282652,0.59575566,1
0.600461538,5.393398503,1.335253627,0.293832475,0.818019839,0
0.635641059,2.017761087,0.632287088,0.164923927,0.506642495,0
0.711538578,4.863543682,1.069427478,0.208650845,0.549712913,0
0.910258859,5.626663999,1.418825961,0.195489986,0.575636244,0
0.960204572,5.008547498,1.858908734,0.227594361,0.845662053,0
1.328478646,3.254381981,1.225051825,0.11405757,0.439802367,0
0.311347958,0.393078506,0.10872655,0.09097551,0.208531372,0
0.558503218,0.346189327,0.19069549,0.063825403,0.232224026,0
1.016908713,3.409704645,1.268590117,0.161791156,0.599058199,0
0.333875828,4.537788217,0.895671203,0.403077161,0.907492556,0
0.608235765,0.865150695,0.255646446,0.082575953,0.238202626,0
0.907171563,5.482600717,1.964836566,0.251334353,0.911641486,0
0.561593756,4.290621183,1.211848772,0.298896647,0.879586669,0
0.568757771,6.582305541,1.358145797,0.307372074,0.769593505,1
1.115954984,5.979597055,1.804505485,0.18642399,0.625776586,0
0.329884729,4.788120158,0.992241866,0.437416109,1.012259074,0
0.428309521,3.372426248,0.780616426,0.29117978,0.730085689,0
0.439150109,5.8363492,1.224242,0.376103804,0.919752462,0
0.636036967,3.754453871,1.059741435,0.239114945,0.711999437,0
0.406875484,0.500819596,0.181442679,0.099488913,0.278218015,0
0.534827722,4.118434237,0.8817506,0.248612966,0.62107207,0
0.494989012,4.16048544,0.756145233,0.239083429,0.538236194,0
0.867145115,2.463918908,0.794393048,0.136621525,0.451787259,0
0.530129513,0.800442777,0.267728375,0.101385004,0.299586149,0
0.604684323,6.230155551,1.160305572,0.25664295,0.606099421,1
0.399414029,2.640969264,0.592998519,0.259367376,0.625032535,0
0.848231435,6.04905969,1.816497244,0.253622365,0.825943389,1
0.44567166,3.734708077,0.880386855,0.3032165,0.776342754,0
0.527106882,5.575145895,1.197258287,0.308589037,0.780038886,0
0.344452291,3.880848381,0.743061286,0.345708025,0.762730592,0
0.650559868,3.272266664,1.077369928,0.237423034,0.766821284,0
0.527937077,5.990036203,1.474587646,0.357670818,0.981417216,0
0.671806914,6.877515032,1.446615731,0.269404238,0.694197785,1
1.096897172,4.188776328,1.563128146,0.173004571,0.652113772,0
0.482112083,5.567665384,1.31323741,0.362764685,0.957334757,0
0.576451827,5.984878197,1.688191882,0.36121054,1.08261946,0
0.40549388,6.390989486,1.355397248,0.434656411,1.063626906,1
0.969805614,6.042776149,1.490558889,0.18797036,0.549970532,1
0.301044344,5.582936999,1.116001385,0.51215591,1.157087335,0
0.866162598,1.590758816,0.744715387,0.127322834,0.505511378,0
0.637931404,0.563486736,0.277758761,0.078195401,0.286192012,0
0.51247464,2.357146232,0.608137754,0.203614355,0.547496994,0
0.687830467,5.163773885,1.112557851,0.221847074,0.576400101,0
0.367947453,2.21790541,0.501389781,0.251717247,0.594575762,0
1.339328474,5.548053065,1.896437662,0.157631829,0.580203435,0
0.410552451,1.837445863,0.358851097,0.175257994,0.387728373,0
0.313471767,1.482310724,0.38260319,0.246414362,0.586280282,0
0.601992934,2.263252822,0.674232257,0.184144979,0.548092985,0
0.351594776,3.863310623,0.81497461,0.363037162,0.846226613,0
0.631752343,1.803441334,0.593616566,0.158071445,0.495303936,0
0.673071117,0.963817809,0.43600022,0.11111391,0.402487831,0
1.519668424,4.340473597,1.582177589,0.118345709,0.456542856,0
0.334452827,2.682183809,0.535495195,0.28827505,0.634781531,0
0.414303283,2.645126705,0.492335728,0.216578415,0.474655466,0
0.679194941,2.182355831,0.636097226,0.153550455,0.460535582,0
0.618957496,3.976561243,1.163597788,0.263015948,0.797707151,0
0.569833082,0.662395446,0.225888773,0.079115963,0.239413463,0
0.684002634,1.808400295,0.559644306,0.137736412,0.42439356,0
0.331109492,1.278854951,0.304559242,0.197084988,0.453542271,0
0.572840062,6.120433183,1.471745674,0.327595469,0.896289987,1
0.374433729,4.792089532,0.989928572,0.385255461,0.906333088,0
0.32561773,4.622191046,0.9126032,0.418061974,0.938916994,0
0.814584873,6.055215556,1.758520228,0.258573337,0.821904046,1
0.741549456,4.762040788,1.570278987,0.267389668,0.89589704,0
0.339884448,0.117061161,0.044450936,0.030668397,0.081843443,0
0.485485192,6.920487709,1.322042411,0.35162366,0.828961575,1
0.321694395,1.172962553,0.271137997,0.186500408,0.418582434,0
0.439636124,1.739686713,0.353263424,0.160807434,0.366612482,0
0.475133108,1.362795917,0.352914705,0.147408697,0.382741222,0
0.302913732,1.897703614,0.438838593,0.280529225,0.639345672,0
0.318091802,5.610476308,1.098918323,0.479749435,1.080619141,0
0.391775467,6.263329546,1.209901103,0.413920856,0.955466222,1
0.332565984,0.500648188,0.163071999,0.117487018,0.295551762,0
0.426511007,3.04661821,0.826476517,0.306772187,0.830616194,0
0.665720866,6.243487449,1.70587748,0.312311137,0.937276719,1
0.431110836,5.371527964,1.174246909,0.375137183,0.933358316,0
0.605396481,3.908446302,0.866824051,0.215843156,0.557608115,0
0.491463463,4.328611396,0.762162589,0.241164121,0.533179236,0
0.528300003,0.416743852,0.177746567,0.06749313,0.2185969,0
0.857743688,4.687430022,1.203069706,0.186642084,0.549668011,0
0.339915144,1.690298634,0.350219055,0.211686865,0.464852158,0
0.835314817,4.996598814,1.341517136,0.20809992,0.629088504,0
0.853483964,3.905405439,1.487894472,0.221920805,0.815505821,0
1.002549057,1.258372959,0.540149172,0.080512577,0.31401732,0
0.462143896,3.596726774,0.866425124,0.289445371,0.752540987,0
0.480719308,5.10792952,1.06152781,0.312883659,0.765009315,0
0.526536613,5.269232981,1.198327922,0.31123387,0.81137582,0
0.642207916,0.62215766,0.209595461,0.062760125,0.19468196,0
0.539825858,2.05800353,0.65769099,0.204097813,0.614428104,0
0.536293545,2.829026295,0.674555731,0.20793081,0.543949525,0
0.557977377,1.560722002,0.394142365,0.133351666,0.354264404,0
0.402431614,3.297265185,0.626972774,0.263697481,0.587968741,0
1.077435022,4.848224186,1.637207984,0.182212521,0.64890926,0
0.44066244,3.180660656,0.785857939,0.285277607,0.741673873,0
0.400970946,0.049944562,0.056342823,0.022783984,0.091892869,0
0.95194288,2.332281236,0.672142593,0.106900942,0.335582172,0
0.587209242,2.293633713,0.803263112,0.215226907,0.693021024,0
0.550882025,3.418825108,0.838124928,0.235416537,0.632670705,0
0.987149791,2.274694208,0.978046428,0.136348239,0.537568954,0
0.75349123,1.455289688,0.460087821,0.104202044,0.328531624,0
0.427909527,3.558319857,0.690525856,0.264364075,0.60325473,0
0.446084921,0.482820195,0.122722679,0.064322534,0.158759774,0
0.242994883,0.183447785,0.076851738,0.085610456,0.201837561,0
0.443483341,6.129153902,1.293539742,0.385783101,0.949925349,1
0.494731168,3.812947477,0.957482861,0.289165099,0.778998387,0
0.539282767,6.782638249,1.409055282,0.332748015,0.83297824,1
0.603410113,4.863716739,0.972960084,0.231573272,0.566758718,0
0.369176798,0.441399765,0.125071397,0.082942036,0.203079517,0
0.894885927,3.761837989,1.282232508,0.188821839,0.655611399,0
0.499578474,4.290414856,0.798192412,0.246128665,0.562962024,0
0.683753455,5.445481093,1.612338753,0.294720185,0.924334687,0
0.354956165,1.389900194,0.37015625,0.211101901,0.522110712,0
0.76555699,5.648998616,1.245311107,0.213487143,0.569686113,0
0.741825025,2.633466118,0.966313112,0.189866918,0.657886843,0
0.451754767,5.279375939,1.184752753,0.360931318,0.9161493,0
0.4111421,5.58828626,1.313221559,0.425527402,1.097275408,0
0.436299052,2.584314337,0.674971336,0.26048998,0.688408927,0
0.435288013,1.999879536,0.377463418,0.170163611,0.37436661,0
0.430713391,0.66011878,0.234663541,0.116299187,0.331277365,0
1.040960887,5.780776898,1.89874484,0.209989042,0.736462191,0
0.274301641,3.225759452,0.657343767,0.402297364,0.874810343,0
0.742548839,4.587158338,1.022856634,0.193373342,0.515130049,0
0.637273456,2.84948512,0.82029156,0.19932523,0.593520762,0
0.341931951,2.294961007,0.571679942,0.298240184,0.730431302,0
0.581961401,2.848490433,0.577701189,0.168285026,0.406496722,0
0.535779586,1.764165804,0.358754031,0.129719544,0.30569188,0
0.306585898,2.581490923,0.5239405,0.310571975,0.677957107,0
0.990716692,4.979642825,1.853111966,0.219361361,0.819426864,0
0.30690447,1.074374684,0.239586307,0.178909149,0.388877466,0
0.435635471,6.668477262,1.419991257,0.416726041,1.033099594,1
0.4322186,0.355999613,0.098340421,0.0535032,0.135639871,0
0.626672236,0.498512207,0.161077038,0.050385695,0.152214898,0
0.31110246,3.503224267,0.734637416,0.38306981,0.868036227,0
0.343511754,5.200348686,1.050221337,0.43431327,1.001370492,0
0.372337356,6.094091424,1.305239968,0.462570373,1.123110587,1
0.764615166,3.381665719,1.162641441,0.210019048,0.713376233,0
0.454780007,1.972157572,0.530455121,0.210273061,0.560634101,0
0.47030675,2.093840326,0.470927094,0.185057457,0.453847892,0
0.307793257,3.825194971,0.740946043,0.386353224,0.842704426,0
0.488732376,3.89832908,0.905905429,0.280509256,0.723647651,0
0.453509945,0.420368279,0.141800361,0.069436124,0.19461994,0
0.801749721,5.839435965,1.71049529,0.258415206,0.823109388,0
0.487653586,1.225137694,0.283928604,0.120570376,0.296411791,0
0.352145053,1.047450183,0.258075776,0.162519004,0.381402264,0
0.504104292,4.328753626,1.01654258,0.293430798,0.768231857,0
0.470507104,2.44643818,0.574903042,0.213864386,0.540481056,0
0.785551687,3.528768424,1.135109678,0.200030089,0.658630959,0
0.450776951,0.346313197,0.099972352,0.050871459,0.133148429,0
1.175296931,4.223887257,1.244092938,0.133917097,0.441563,0
0.298075964,4.54793956,0.873479349,0.442013064,0.964554554,0
0.499517889,5.873102302,1.487249822,0.381592078,1.055539018,0
0.535755053,3.902271196,0.966317989,0.267361338,0.723753276,0
0.660724274,2.915584854,0.872907863,0.200471815,0.613798074,0
0.402011518,2.813427226,0.655123147,0.276354127,0.68167553,0
0.809879267,3.617025509,1.322306301,0.216184044,0.768146251,0
1.342227706,5.270008434,2.078888634,0.168712,0.677082491,0
0.514311395,0.578068041,0.152259758,0.064794448,0.168965267,0
0.408319885,4.935008375,1.048427877,0.367516505,0.889851386,0
0.493166897,3.959313791,0.784918087,0.248616445,0.587396115,0
0.510840737,1.169399117,0.273499695,0.110576456,0.275208207,0
0.909263354,3.381162948,1.260501386,0.183276189,0.668265003,0
0.469646074,1.505606814,0.338467642,0.144741002,0.350263789,0
0.63792228,3.739202246,0.86117391,0.203588221,0.540198885,0
0.49589578,1.181742921,0.413245843,0.157041602,0.472107153,0
0.343586815,2.674231593,0.573295659,0.295111297,0.677167286,0
0.347532965,1.725193071,0.431338529,0.241058769,0.583339917,0
0.566187337,4.315470772,0.808771857,0.217403464,0.506374554,0
0.71146994,0.653011033,0.315213611,0.076264293,0.286502007,0
0.301097363,2.623121501,0.5899649,0.344411101,0.789591708,0
0.469588795,1.017375896,0.235773148,0.108375416,0.262934739,0
0.678600625,4.416141671,0.981885569,0.207588445,0.546277076,0
0.250539697,0.351664718,0.105275392,0.114180862,0.249698374,0
0.44030366,6.156486622,1.373780347,0.406362135,1.032203261,1
0.300955483,0.801245434,0.201375128,0.159500863,0.3582853,0
0.745887904,3.006202779,0.752160159,0.155783116,0.43920629,0
0.550880648,6.683354749,1.289011287,0.304305149,0.72959462,1
0.476897317,2.976360945,0.786312768,0.263749681,0.717185287,0
0.62579628,3.975394788,0.863012401,0.207135248,0.530822035,0
0.746880093,1.776957272,0.552754957,0.122683902,0.384815752,0
1.011596374,2.723006403,1.177332119,0.153196302,0.611698946,0
0.36217976,6.627325998,1.266922745,0.459565151,1.047385267,1
0.551095624,6.999020068,1.361777527,0.31531492,0.761233243,1
0.842179028,0.965704676,0.473141592,0.088494788,0.352450499,0
0.616177946,3.283145135,1.019396021,0.241839921,0.750512662,0
0.305366914,4.690732965,0.915724601,0.4455332,0.986036784,0
0.455385771,6.196770909,1.282664169,0.372648422,0.910640101,1
0.388910489,3.140016498,0.687045318,0.294011209,0.702093464,0
0.953864783,4.154601336,1.436777487,0.190728807,0.675617387,0
0.483593478,0.388610055,0.145686384,0.064181989,0.191639668,0
0.552144801,1.113334662,0.415430655,0.138461941,0.439134295,0
0.552088466,6.55075611,1.41260073,0.327026004,0.837997553,1
0.524864779,0.217162461,0.096063173,0.035519345,0.117264139,0
0.287579627,3.572223303,0.707371541,0.401746306,0.873378657,0
0.622140569,1.765691741,0.432115641,0.126064157,0.336771496,0
1.02229094,2.424010076,0.755355863,0.107412456,0.356482865,0
0.739323477,3.600090526,1.216069246,0.224986226,0.754872287,0
0.35219664,5.056752902,1.056644066,0.427097224,1.005279113,0
0.400749417,4.908468932,0.945336415,0.346511115,0.791872479,0
0.63780992,0.963329737,0.319083393,0.093567361,0.289155639,0
0.433667002,1.095607539,0.222095878,0.113948514,0.254749993,0
0.616825033,0.611602448,0.219474334,0.068722444,0.217212772,0
0.39274018,1.69876402,0.427988786,0.21061808,0.524205753,0
0.768423582,1.179181433,0.390974737,0.087983906,0.284238132,0
0.502650956,5.75709331,1.360730846,0.355706822,0.946204073,0
0.641678609,1.09944139,0.364906878,0.104315438,0.324124812,0
0.36950032,1.224151072,0.289925665,0.16853016,0.395450843,0
0.590059701,1.74956709,0.534881943,0.158094757,0.470326235,0
0.960295982,5.143346838,1.736415476,0.216242408,0.761203773,0
0.640007497,1.389635405,0.326547906,0.0970429,0.253190577,0
0.685263895,2.539319429,0.685370561,0.16067216,0.465009936,0
0.406185949,0.511471093,0.191577814,0.104197711,0.295245895,0
0.413430324,2.937134621,0.742780046,0.293696688,0.761438829,0
0.562363335,2.85880728,0.548501439,0.167746993,0.390738153,0
0.570778042,4.824164401,1.025930518,0.256418123,0.646755574,0
1.386534088,5.305942486,1.965867861,0.155750252,0.603840676,0
1.071215599,1.457346121,0.572460311,0.078460494,0.296234207,0
0.490223701,3.432954079,0.643068186,0.21740322,0.4941211,0
0.904685701,5.796163342,2.014463634,0.256001601,0.913785457,0
0.715368893,4.944457531,1.400751375,0.254874025,0.780847632,0
1.098708727,2.212462714,0.834668965,0.105703886,0.394644757,0
0.419101772,5.250025662,1.086530226,0.365056474,0.876557064,0
0.49733293,3.668125374,0.894302521,0.27412288,0.725917427,0
0.610931216,0.733165119,0.194987456,0.064686461,0.176770107,0
0.468699208,2.191262446,0.604269538,0.223660847,0.610467316,0
0.340822513,4.799833329,0.939627636,0.406682807,0.916905792,0
0.768074752,1.670161769,0.692557742,0.140228504,0.511838057,0
0.593622681,2.386292853,0.742268225,0.20080723,0.611117127,0
1.039043873,3.210726895,0.988027058,0.130318202,0.432803248,0
0.616881483,2.90619347,0.596426877,0.161395973,0.39563521,0
0.625564605,1.747234086,0.563925451,0.153726024,0.475432801,0
0.406795103,0.604307164,0.137228244,0.081442895,0.186910468,0
0.564608477,1.379621559,0.444719847,0.143738459,0.431194151,0
0.316806442,1.829418403,0.45207827,0.274074178,0.649125833,0
0.458379938,4.225968199,1.107938459,0.345540126,0.946705968,0
0.711005852,3.309290275,0.723110941,0.158629493,0.411789132,0
0.823497426,4.13095767,1.109620025,0.1851652,0.555866357,0
0.379544975,4.225539763,0.881007782,0.353164057,0.831312984,0
0.390733199,2.793288712,0.69735216,0.298012217,0.757866473,0
0.54498752,5.336346445,1.309754788,0.320721524,0.877607236,0
0.548408338,4.269072271,1.264820409,0.316149721,0.951195084,0
0.490275821,1.839063009,0.445677991,0.170003561,0.434444898,0
0.643264116,1.092109444,0.353194176,0.101325852,0.310950579,0
0.461325021,4.465538273,1.071737747,0.333511827,0.874260147,0
0.494348952,2.464289724,0.587185032,0.205904484,0.528634981,0
0.443264098,1.182299879,0.312910538,0.145228486,0.37344192,0
0.804462138,1.437485859,0.452978936,0.094664671,0.301437607,0
0.510620495,1.892958311,0.388368959,0.145756207,0.343384161,0
0.493418525,3.813542591,0.904997818,0.278027986,0.725876039,0
0.693816731,0.294998916,0.155098385,0.037476606,0.145435565,0
0.859066977,2.627194521,1.082148804,0.174275403,0.658443629,0
0.377621609,2.790938987,0.636995557,0.288853123,0.697390348,0
0.5174971,3.917595104,1.111897655,0.3073877,0.891872821,0
0.678470875,3.748527346,1.089444599,0.227583478,0.695067578,0
0.501648144,3.874324077,0.881344025,0.267486214,0.684191522,0
0.37178158,2.029760575,0.452284439,0.231537485,0.541433268,0
0.52258888,3.754955162,0.696384407,0.213998115,0.48878116,0
0.879749566,5.175617063,1.229582363,0.182920678,0.516478503,0
0.358646636,1.974980833,0.408498671,0.223106264,0.498364476,0
0.403641906,0.780234675,0.209508801,0.117006182,0.291642748,0
0.796877026,1.064731244,0.455939108,0.093668828,0.345921326,0
0.36911626,0.432467231,0.174823493,0.107218816,0.301262332,0
0.936418323,5.246008148,2.014883076,0.247623305,0.936796954,0
0.328236519,0.200201792,0.094366903,0.068594115,0.190961074,0
0.438729748,5.14482514,0.975823264,0.321803887,0.738558372,0
0.298777506,4.007229022,0.78917452,0.414785782,0.910901871,0
0.470396146,6.894506473,1.278381697,0.353939119,0.816958965,1
0.611084246,5.081560544,0.952007759,0.223221255,0.52640824,0
0.306986974,2.939710698,0.649877479,0.359787341,0.826656314,0
0.50566101,0.418628855,0.114361281,0.049894297,0.131618242,0
0.797606623,1.040099299,0.380756607,0.080995702,0.276823959,0
0.397365728,0.399718156,0.092394359,0.058057217,0.13275353,0
1.234335633,4.501372899,1.624857402,0.155057941,0.582295181,0
0.287798485,2.858188571,0.583697626,0.355366425,0.774243884,0
0.672333608,2.351136489,0.718798046,0.170435634,0.524918901,0
0.522066141,5.265296513,0.987360845,0.270325223,0.628724323,0
0.638083972,4.846993316,1.09653803,0.239584502,0.634661721,0
0.333097922,1.545814981,0.392710469,0.235686289,0.565753718,0
0.472598045,5.760173681,1.412373669,0.389271511,1.04886738,0
0.43584192,3.816221793,1.004995985,0.341280029,0.924771987,0
0.696499738,4.400819141,1.188836144,0.233884262,0.691887409,0
0.398841046,6.413315929,1.113752038,0.380013754,0.827055163,1
0.519335724,6.637641623,1.263104289,0.318696898,0.753462613,1
0.448412876,3.784104102,0.836698083,0.289724493,0.717413338,0
0.830760449,5.029187051,1.193364816,0.1910177,0.535673359,0
0.700258022,1.771960509,0.715915818,0.160895874,0.569803651,0
0.353685705,6.337454328,1.294158952,0.480988693,1.131864152,1
0.844110773,2.315178464,0.919452729,0.157198933,0.578200104,0
0.450219326,3.984196274,0.865539705,0.294568245,0.724452588,0
1.207133323,2.702006582,1.056895526,0.113875556,0.441814799,0
0.449447117,4.663933296,1.000247257,0.3238521,0.796257382,0
0.720629024,6.246842501,1.514404751,0.262399062,0.739905791,1
0.652214499,6.313888816,1.552207873,0.296845434,0.835705021,1
0.375546158,5.394031239,1.175762882,0.430710902,1.050466402,0
0.755110624,5.877582323,1.794298347,0.28535743,0.924884841,0
0.339488426,0.885645016,0.236028133,0.157521071,0.376415775,0
0.664958907,0.900095087,0.27378821,0.077914033,0.232694297,0
1.080404665,3.180577295,1.143345498,0.139163827,0.508485423,0
0.71267522,6.373791693,1.561912998,0.271273158,0.769556102,1
0.977009545,5.119065445,1.636252214,0.202955374,0.693012627,0
0.543919886,3.941916492,0.848115751,0.237999643,0.596491825,0
0.785657411,0.844299245,0.394452543,0.082711219,0.315831741,0
0.824318473,4.926268522,1.434321658,0.222443358,0.704191399,0
1.112793593,3.061529819,1.110191697,0.131236873,0.483397956,0
0.77207485,4.808331453,1.046787473,0.187678413,0.49521983,0
0.348834138,5.4541308,1.03787361,0.421440905,0.944478712,0
0.562693086,6.060811638,1.471189049,0.333981806,0.9165018,1
0.673720275,5.964725691,1.334069638,0.256993683,0.684648366,0
0.964736007,1.870223765,0.846305805,0.12423922,0.49817792,0
0.553240623,0.660066541,0.169400524,0.065100547,0.170763712,0
0.846293021,4.512444964,1.528009552,0.227577016,0.786319754,0
0.404555422,0.725138261,0.149202097,0.088877974,0.195065756,0
0.464497055,0.366863996,0.170284401,0.076119939,0.243183957,0
0.599754549,6.632065964,1.28852024,0.278673536,0.676251424,1
0.426566329,4.24632426,0.953122386,0.332640092,0.829171935,0
0.422312604,3.229419229,0.838144144,0.312136634,0.827413803,0
0.481398184,0.23461466,0.134521785,0.054881447,0.191269336,0
0.710414996,5.997544367,1.336651653,0.242996223,0.649387387,0
0.990589037,4.702296789,1.856181398,0.219942293,0.848077527,0
1.018530278,2.397254526,0.72163292,0.10403823,0.338161212,0
0.433489514,0.300372957,0.088739725,0.047454671,0.123999206,0
0.403006023,3.199563788,0.615665172,0.260424105,0.583820803,0
0.269935873,0.306881194,0.10930111,0.10572409,0.25093885,0
0.320537942,1.951812336,0.474712291,0.280064177,0.66263494,0
0.717118702,2.503066104,0.7688346,0.166504523,0.520741936,0
0.318201899,6.192434707,1.24242169,0.518744136,1.190423501,1
1.22651563,3.305957769,1.18300699,0.122565526,0.454354113,0
